2455708.463993   16.5046         0.0376
2455708.466343   16.5161         0.0332
2455708.468692   16.5029         0.0355
2455709.474734   16.5267         0.0354
2455709.477072   16.5461         0.0310
2455709.479421   16.5538         0.0378
2455711.475359   16.5313         0.0300
2455711.477708   16.5394         0.0296
2455711.480058   16.5587         0.0346
2455712.464549   16.5314         0.0319
2455712.466910   16.5048         0.0351
2455712.469271   16.5255         0.0323
